"","Year","State","State.ANSI","Data.Item","type","Value","name","Carcinogen","Hormone.Disruptor","Neurotoxins","Developmental.or.Reproductive.Toxins","Bee.Toxins"
"139",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","TRIFLUMIZOLE","","","","","SLIGHT"
"140",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","200","ACETAMIPRID","","","","","MODERATE"
"141",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","700","BIFENAZATE","","","","","MODERATE"
"142",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","300","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"143",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","HEXYTHIAZOX","PROBABLE","","","",""
"144",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","IMIDACLOPRID","","","","","HIGH"
"145",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"146",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","METHOXYFENOZIDE","","","","","SLIGHT"
"147",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"148",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","100","THIAMETHOXAM","","","","","HIGH"
"149",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.858","AZOXYSTROBIN","","","","",""
"150",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","2.098","CAPTAN","KNOWN","","","",""
"151",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.313","CYPRODINIL","","","","",""
"152",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"153",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.206","FLUDIOXONIL","","","","","SLIGHT"
"154",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"155",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","PYRACLOSTROBIN","","","","","SLIGHT"
"156",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"157",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","TRIFLUMIZOLE","","","","","SLIGHT"
"158",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.099","ACETAMIPRID","","","","","MODERATE"
"159",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.141","BIFENAZATE","","","","","MODERATE"
"160",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.05","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"161",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","HEXYTHIAZOX","PROBABLE","","","",""
"162",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","IMIDACLOPRID","","","","","HIGH"
"163",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"164",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","METHOXYFENOZIDE","","","","","SLIGHT"
"165",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"166",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.054","THIAMETHOXAM","","","","","HIGH"
"167",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","4.123","AZOXYSTROBIN","","","","",""
"168",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","16.856","CAPTAN","KNOWN","","","",""
"169",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.642","CYPRODINIL","","","","",""
"170",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"171",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.428","FLUDIOXONIL","","","","","SLIGHT"
"172",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"173",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","PYRACLOSTROBIN","","","","","SLIGHT"
"174",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"175",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," (D)","TRIFLUMIZOLE","","","","","SLIGHT"
"176",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.127","ACETAMIPRID","","","","","MODERATE"
"177",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.663","BIFENAZATE","","","","","MODERATE"
"178",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.077","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"179",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","HEXYTHIAZOX","PROBABLE","","","",""
"180",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","IMIDACLOPRID","","","","","HIGH"
"181",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"182",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","METHOXYFENOZIDE","","","","","SLIGHT"
"183",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"184",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","INSECTICIDE","0.095","THIAMETHOXAM","","","","","HIGH"
"185",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","4.8","AZOXYSTROBIN","","","","",""
"186",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","8","CAPTAN","KNOWN","","","",""
"187",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","2.1","CYPRODINIL","","","","",""
"188",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"189",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE","2.1","FLUDIOXONIL","","","","","SLIGHT"
"190",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"191",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","PYRACLOSTROBIN","","","","","SLIGHT"
"192",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"193",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FUNGICIDE"," (D)","TRIFLUMIZOLE","","","","","SLIGHT"
"194",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.3","ACETAMIPRID","","","","","MODERATE"
"195",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","4.7","BIFENAZATE","","","","","MODERATE"
"196",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.5","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"197",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","HEXYTHIAZOX","PROBABLE","","","",""
"198",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","IMIDACLOPRID","","","","","HIGH"
"199",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"200",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","METHOXYFENOZIDE","","","","","SLIGHT"
"201",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"202",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","INSECTICIDE","1.8","THIAMETHOXAM","","","","","HIGH"
"203",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","29","AZOXYSTROBIN","","","","",""
"204",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","88","CAPTAN","KNOWN","","","",""
"205",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","64","CYPRODINIL","","","","",""
"206",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","FENHEXAMID","","","","",""
"207",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE","64","FLUDIOXONIL","","","","","SLIGHT"
"208",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"209",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","PYRACLOSTROBIN","","","","","SLIGHT"
"210",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"211",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FUNGICIDE"," (D)","TRIFLUMIZOLE","","","","","SLIGHT"
"212",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","13","ACETAMIPRID","","","","","MODERATE"
"213",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","11","BIFENAZATE","","","","","MODERATE"
"214",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","35","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"215",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","HEXYTHIAZOX","PROBABLE","","","",""
"216",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","IMIDACLOPRID","","","","","HIGH"
"217",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"218",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","METHOXYFENOZIDE","","","","","SLIGHT"
"219",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE"," (D)","SPIROMESIFEN","","","","",""
"220",2019,"FLORIDA",12,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","INSECTICIDE","16","THIAMETHOXAM","","","","","HIGH"
"221",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","1,100","AZOXYSTROBIN","","","","",""
"222",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","1,800","BOSCALID","POSSIBLE","","","",""
"223",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","94,800","CAPTAN","KNOWN","","","",""
"224",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","4,900","CYPRODINIL","","","","",""
"225",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","3,100","FENHEXAMID","","","","",""
"226",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","3,300","FLUDIOXONIL","","","","","SLIGHT"
"227",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"228",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","1,100","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"229",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","1,000","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"230",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","2,300","PYRACLOSTROBIN","","","","","SLIGHT"
"231",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","2,800","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"232",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","2,000","TRIFLOXYSTROBIN","","","","",""
"233",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE","1,900","TRIFLUMIZOLE","","","","","SLIGHT"
"234",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","1,200","ACETAMIPRID","","","","","MODERATE"
"235",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","5,100","BIFENAZATE","","","","","MODERATE"
"236",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","1,100","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"237",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","CARBARYL","KNOWN","SUSPECTED","PRESENT","PRESENT","HIGH"
"238",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","CHLORPYRIFOS","","SUSPECTED","PRESENT","","HIGH"
"239",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","1,100","FENPROPATHRIN","","","","",""
"240",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","800","HEXYTHIAZOX","PROBABLE","","","",""
"241",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","4,100","IMIDACLOPRID","","","","","HIGH"
"242",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","8,000","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"243",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","1,000","METHOXYFENOZIDE","","","","","SLIGHT"
"244",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","PIPERONYL BUTOXIDE","POSSIBLE","SUSPECTED","","","MODERATE"
"245",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," (D)","PYRIPROXYFEN","","","","","SLIGHT"
"246",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","1,000","SPIROMESIFEN","","","","",""
"247",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE","400","THIAMETHOXAM","","","","","HIGH"
"248",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.213","AZOXYSTROBIN","","","","",""
"249",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.358","BOSCALID","POSSIBLE","","","",""
"250",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","1.878","CAPTAN","KNOWN","","","",""
"251",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.32","CYPRODINIL","","","","",""
"252",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.59","FENHEXAMID","","","","",""
"253",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.214","FLUDIOXONIL","","","","","SLIGHT"
"254",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," (D)","IPRODIONE","KNOWN","SUSPECTED","","",""
"255",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.104","MYCLOBUTANIL","","SUSPECTED","","PRESENT",""
"256",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.112","PROPICONAZOLE","POSSIBLE","SUSPECTED","","PRESENT","SLIGHT"
"257",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.171","PYRACLOSTROBIN","","","","","SLIGHT"
"258",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.628","PYRIMETHANIL","POSSIBLE","SUSPECTED","","","SLIGHT"
"259",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.114","TRIFLOXYSTROBIN","","","","",""
"260",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE","0.241","TRIFLUMIZOLE","","","","","SLIGHT"
"261",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.118","ACETAMIPRID","","","","","MODERATE"
"262",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.49","BIFENAZATE","","","","","MODERATE"
"263",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.098","BIFENTHRIN","POSSIBLE","SUSPECTED","","PRESENT","HIGH"
"264",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","CARBARYL","KNOWN","SUSPECTED","PRESENT","PRESENT","HIGH"
"265",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","CHLORPYRIFOS","","SUSPECTED","PRESENT","","HIGH"
"266",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.286","FENPROPATHRIN","","","","",""
"267",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.181","HEXYTHIAZOX","PROBABLE","","","",""
"268",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.5","IMIDACLOPRID","","","","","HIGH"
"269",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","1.799","MALATHION","POSSIBLE","SUSPECTED","PRESENT","","HIGH"
"270",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.176","METHOXYFENOZIDE","","","","","SLIGHT"
"271",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","PIPERONYL BUTOXIDE","POSSIBLE","SUSPECTED","","","MODERATE"
"272",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," (D)","PYRIPROXYFEN","","","","","SLIGHT"
"273",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.25","SPIROMESIFEN","","","","",""
"274",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE","0.06","THIAMETHOXAM","","","","","HIGH"
"275",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.298","AZOXYSTROBIN","","","","",""
"276",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.565","BOSCALID","POSSIBLE","","","",""
"277",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","6.452","CAPTAN","KNOWN","","","",""
"278",2018,"CALIFORNIA",6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE","0.461","CYPRODINIL","","","","",""
